cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;code_region;code_departement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;energie_chauffage_avt_travaux;energie_chauffage_installee;generateur;type_chaudiere;cop;puissance;rendement
4900;639;5539;240;07/10/2018;28/09/2017;28/09/2017;2017;;H1;24;;;INDIVIDUEL;;;;;;HABITER MIEUX;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;FRISQUET;HPE VISIO;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;
;;4222.748815;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;45;;;;;;BOIS;BOIS;INSERT;;;;
;;3791.469194;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2000;ap. 1990;;100;;;;;;ELECTRICITE;BOIS;INSERT;;;;
;;1557.345972;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;100;;;;;;;GAZ;INSERT;;;;
;;5206.635071;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2001;ap. 1990;;105;;;;;;ELECTRICITE;BOIS;INSERT;;;;
5556;495;6051;1396.2;19/11/2017;07/06/2018;07/06/2018;2018;;H1;24;;;INDIVIDUEL;;;;;;;;FRISQUET;PRESTIGE CONDENSATION VISIO;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;20;
;;12258.76777;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;100;;;;;;BOIS;BOIS;CHAUDIERE;;;;
;;3233.175355;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;170;;;;;;BOIS;BOIS;INSERT;;;;
;;4364.92891;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1988;de 1974 à 1990;;93;;;;;;AUTRES;BOIS;INSERT;;;;
2221;94;2315;;06/12/2018;25/06/2018;25/06/2018;2018;;H1;24;;;COLLECTIF;;;;;;;RENOVATION SIMPLE;THERMOROSSI;INGENIO 3;ELECTRICITE;ELECTRICITE;;;;6;
;;14619.90521;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1960;de 1945 à 1973;;167;;;;;;ELECTRICITE;BOIS;CHAUDIERE;;;;
;;4516.587678;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;120;;;;;;ELECTRICITE;BOIS;CHAUDIERE;;;;
;;5317.535545;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2007;ap. 1990;;110;;;;;;AUTRES;BOIS;INSERT;;;;
;;11784.83412;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;140;;;;;;;BOIS;CHAUDIERE;;;;
;;10675.82938;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;120;;;;;;;ELECTRICITE;PAC;;;;
;;3633.175355;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1980;de 1974 à 1990;;91;;;;;;ELECTRICITE;BOIS;INSERT;;;;
;;22251.18483;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;240;;;;;;FIOUL;BOIS;CHAUDIERE;;;;
;;14314.69194;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;109;;;;;;;ELECTRICITE;PAC;;;;
;;13381.99052;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;84;;;;;;BOIS;BOIS;CHAUDIERE;;;;
;;19532.70142;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1940;av. 1945;;120;;;;;;;BOIS;CHAUDIERE;;;;
;;21046.4455;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;104;;;;;;;BOIS;CHAUDIERE;;;;
2700;571;3270;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1992;ap. 1990;;112;11841;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;30.6;109.2
;;2819.905213;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;200;;;;;;BOIS;BOIS;INSERT;;;;
;;15684.36019;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;170;;;;;;;BOIS;CHAUDIERE;;;;
;;5838.862559;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1985;de 1974 à 1990;;111;;;;;;ELECTRICITE;BOIS;INSERT;;;;
5094;1587;6681;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1971;de 1945 à 1973;;83;7148;HABITER MIEUXCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;19;109
;;2791.469194;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;200;;;;;;FIOUL;BOIS;INSERT;;;;
;;2606.635071;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;90;;;;;;;BOIS;INSERT;;;;
;;1888.151659;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1982;de 1974 à 1990;;102;;;;;;BOIS;BOIS;INSERT;;;;
;;1681.516588;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;160;;;;;;FIOUL;BOIS;INSERT;;;;
;;2734.597156;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1976;de 1974 à 1990;;100;;;;;;BOIS;BOIS;INSERT;;;;
;;3138.388626;;;;;;;H1;84;69;RHONE;COLLECTIF;1972;de 1945 à 1973;;87;;;;;;;BOIS;CHAUDIERE;;;;
;;4765.876777;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1968;de 1945 à 1973;;100;;;;;;FIOUL;BOIS;INSERT;;;;
;;9869.194313;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;180;;;;;;FIOUL;BOIS;INSERT;;;;
;;10330.80569;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;85;;;;;;BOIS;BOIS;INSERT;;;;
5570;2500;8070;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1889;av. 1945;;88;18800;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;30;109.2
8058;256;8709;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1900;av. 1945;;93;16243;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;FIOUL;FIOUL;CHAUDIERE;A CONDENSATION;;24.6;
1511;480;1991;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1920;av. 1945;;68;14000;HABITER MIEUXCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;;;25;91.5
;;2837.914692;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1905;av. 1945;;80;;;;;;ELECTRICITE;BOIS;INSERT;;;;
;;12180.09479;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;168;;;;;;ELECTRICITE;GAZ;CHAUDIERE;;;;
10915;2500;13415;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1974;de 1974 à 1990;;123;12500;HABITER MIEUXCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;FIOUL;ELECTRICITE;PAC;GEOTHERMIE;;12;
;;2960;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1955;de 1945 à 1973;;70;8488.92;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;108.4
;;3953.554502;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;75;;;;;;ELECTRICITE;BOIS;INSERT;;;;
;;7444.549763;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1991;ap. 1990;;150;;;;;;ELECTRICITE;BOIS;INSERT;;;;
;;5554.50237;;;;;;;H1;84;69;RHONE;INDIVIDUEL;2001;ap. 1990;;125;;;;;;FIOUL;BOIS;INSERT;;;;
6109;320;7469;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1956;de 1945 à 1973;;95;12200;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;;;25.5;
;;8937.440758;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1980;de 1974 à 1990;;122;;;;;;ELECTRICITE;BOIS;INSERT;;;;
14115;2259;16374;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1967;de 1945 à 1973;;187;12436;HABITER MIEUXCOMMUANUTE DE COMMUNES;Rénovation simple;;;FIOUL;ELECTRICITE;PAC;GEOTHERMIE;5.03;14.72;
;;5921.327014;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1980;de 1974 à 1990;;100;;;;;;FIOUL;BOIS;INSERT;;;;
;;13280.56872;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;120;;;;;;FIOUL;BOIS;CHAUDIERE;;;;
;;12872.98578;;;;;;;H1;84;69;RHONE;INDIVIDUEL;1945;de 1945 à 1973;;180;;;;;;BOIS;BOIS;CHAUDIERE;;;;
7968;2306;13489;3211;03/07/2017;28/06/2018;28/06/2018;2018;;H1;27;71;SAONE-ET-LOIRE;INDIVIDUEL;;;;;;;;MORVAN;SX EASY;;GAZ;CHAUDIERE;STANDARD;;25;90
2676;772;3448;;02/09/2017;28/06/2018;28/06/2018;2018;28000;H1;27;71;SAONE-ET-LOIRE;INDIVIDUEL;1982;de 1974 à 1990;;84;;;RENOVATION SIMPLE;VAILLANT;ECO TEC PRO;;GAZ;CHAUDIERE;A CONDENSATION;;;92
;;;;15/06/2018;15/06/2017;15/06/2017;2017;;H1;28;76;SEINE-MARITIME;;;;;;1592;REGION + AGGLOMERATION;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;
;;;;06/01/2018;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;1988;de 1974 à 1990;;;;;RENOVATION SIMPLE;;;ELECTRICITE;;POELE;;;;
4041;616;4656;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1965;de 1945 à 1973;;78;15800;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;FIOUL;GAZ;CHAUDIERE;A CONDENSATION;;28;107.5
;;;;15/05/2018;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;FIOUL;FIOUL;CHAUDIERE;AUTRES;;;
16769;2160;18929;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1900;av. 1945;;240;13770;HABITER MIEUXREGIONCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;FIOUL;BOIS;CHAUDIERE;;;32;94.7
2132;598;2730;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1958;de 1945 à 1973;;;3590.03;HABITER MIEUXCOMMUANUTE DE COMMUNES;Rénovation simple;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;108.4
;;4414;;03/01/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;
3918;2533;6451;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1933;av. 1945;;74;13300;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;FIOUL;GAZ;CHAUDIERE;A CONDENSATION;;24;108.8
;;12800;;09/10/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;;ELECTRICITE;GAZ;CHAUDIERE;A CONDENSATION;;;
;;4469.194313;;15/06/2018;04/05/2017;04/05/2017;2017;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;2250;REGION + AGGLOMERATION;;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;
2800;685;3485;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1900;av. 1945;;123;18200;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;25;108
;;2145;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1973;de 1945 à 1973;;115;17700;HABITER MIEUXDEPARTEMENTCOMMUANUTE DE COMMUNES;Rénovation à plusieurs gestes de travaux;;;ELECTRICITE;ELECTRICITE;;;;6;
;;;;04/01/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION SIMPLE;;;FIOUL;FIOUL;CHAUDIERE;A CONDENSATION;;;
3834;935;4803;;01/01/2013;;01/01/2013;2013;;H1;28;;;INDIVIDUEL;1800;av. 1945;;125;6353;HABITER MIEUX;Rénovation simple;;;FIOUL;FIOUL;CHAUDIERE;;;25.8;
;;4185;;11/10/2017;15/06/2018;15/06/2018;2018;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;;;RENOVATION A PLUSIEURS GESTES DE TRAVAUX;;;;GAZ;CHAUDIERE;A CONDENSATION;;;
;;4024;;15/06/2018;01/06/2017;01/06/2017;2017;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;;1920;REGION + AGGLOMERATION;;;;GAZ;GAZ;CHAUDIERE;A CONDENSATION;;;
;;1532;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;85;1200;DEPT - AIDE A L'HABITAT DURABLE;ré-isolation sol des combles+ 5 fenêtres et porte+ 2 convecteurs replacés par caloporteurs+ vmc remplacée par vmc hygro B+ cumulus remplacé par ballon thermodymique;;;;;;;;;
;;3162;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;84;632;AH - AUTRE TRAVAUX PO;Remplacement de chaudière par une à condensation;;;;;;;;;
;;3162;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;84;1000.81;DEPT - AIDE A L'HABITAT DURABLE;Remplacement de chaudière par une à condensation;;;;;;;;;
;;4859;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;178;1000;DEPT - AIDE A L'HABITAT DURABLE;Remplacement chaudiere;;;;;;;;;
;;8132;;03/01/2018;;03/01/2018;2018;;H1;44;;;;1954;de 1945 à 1973;;87;;;;VIESSMANN;VITODENS 222F;;GAZ;CHAUDIERE;A CONDENSATION;;;
;;2224;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;137;7000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Poele à bois en complément du chauffage elec existant+ Menuiseries+ Chauffe eau thermodymique;;;;;;;;;
;;8994;;15/02/2016;;15/02/2016;2016;;;44;;;;1956;de 1945 à 1973;;90;;;;VIESSMANN;VITODENS 222F;;GAZ;CHAUDIERE;A CONDENSATION;;;
;;14749.76303;;;;;;;;11;;;;;;;;;;;FRISQUET;HYDROCONFORT 20KW;;GAZ;CHAUDIERE;A CONDENSATION;;;
;;14145.0237;;;;;;;;11;;;;;;;;;;;VIESSMANN;VITODENS 111;;GAZ;CHAUDIERE;A CONDENSATION;;;
;;7044.549763;;;;;;;;11;;;;;;;;;;;FRISQUET;PRESTIGE 25 KW AVEC PRODUCTION ECS;;GAZ;CHAUDIERE;A CONDENSATION;;;
;;5402.843602;;;;;;;;11;;;;;;;;;;;HASE;SILA 6 KW;;BOIS;POELE;;;;
;;8488;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;90;1200;DEPT - AIDE A L'HABITAT DURABLE;Remplacement convecteurs parchaudière gaz à condensation et ecs+ vannes th. et programmateur+ 4 fenêtres;;;;;;;;;
;;4510;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;82;2770;CHEQUE ENERGIE REGION;Remplacement toiture (1 ouverture à travers combles donnt sur cuisine)+ ré-isolation des combles (R = 7)+ poèle à granulés (9kw, rendement 94%)+ vmc hygro B+ isolation plafond cave (R=4,65)+ porte d'entrée;;;;;;;;;
;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;2100;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ électricité + volets+ sdb;;;;;;;;;
;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;1800;DEPT - AIDE A L'HABITAT DURABLE;remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ électricité + volets+ sdb;;;;;;;;;
;;1532;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;85;2000;CODAH - ASE;ré-isolation sol des combles+ 5 fenêtres et porte+ 2 convecteurs replacés par caloporteurs+ vmc remplacée par vmc hygro B+ cumulus remplacé par ballon thermodymique;;;;;;;;;
;;14624;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement d'un chauffage electrique par chauffage central au Gaz;;;;;;;;;
;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;2400;CODAH - ASE;remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ électricité + volets+ sdb;;;;;;;;;
;;4859;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;178;1701;AH - AUTRE TRAVAUX PO;Remplacement chaudiere;;;;;;;;;
;;8488;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;90;2000;CODAH - ASE;Remplacement convecteurs parchaudière gaz à condensation et ecs+ vannes th. et programmateur+ 4 fenêtres;;;;;;;;;
;;4510;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;82;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Remplacement toiture (1 ouverture à travers combles donnt sur cuisine)+ ré-isolation des combles (R = 7)+ poèle à granulés (9kw, rendement 94%)+ vmc hygro B+ isolation plafond cave (R=4,65)+ porte d'entrée;;;;;;;;;
;;2347;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;46;2000;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Ré-isolation combles R=7 ldv+ isolation murs R=3.70 polystyrène+ fenêtres et porte+ panneaux caloporteurs+ vmc hygro B+ chauffe eau thermodymique;;;;;;;;;
;;4510;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;82;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Remplacement toiture (1 ouverture à travers combles donnt sur cuisine)+ ré-isolation des combles (R = 7)+ poèle à granulés (9kw, rendement 94%)+ vmc hygro B+ isolation plafond cave (R=4,65)+ porte d'entrée;;;;;;;;;
;;4510;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;82;2000;CODAH - ASE;Remplacement toiture (1 ouverture à travers combles donnt sur cuisine)+ ré-isolation des combles (R = 7)+ poèle à granulés (9kw, rendement 94%)+ vmc hygro B+ isolation plafond cave (R=4,65)+ porte d'entrée;;;;;;;;;
;;8488;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;90;6648;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Remplacement convecteurs parchaudière gaz à condensation et ecs+ vannes th. et programmateur+ 4 fenêtres;;;;;;;;;
;;12992;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;170;2000;CODAH - ASE;Ré-isolation des combles + isolation des rampants+ chaudière à fuel à condensation et ecs (hiver)+ vannes th. et programmateur;;;;;;;;;
;;12992;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;170;1200;DEPT - AIDE A L'HABITAT DURABLE;Ré-isolation des combles + isolation des rampants+ chaudière à fuel à condensation et ecs (hiver)+ vannes th. et programmateur;;;;;;;;;
;;8488;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;90;1330;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Remplacement convecteurs parchaudière gaz à condensation et ecs+ vannes th. et programmateur+ 4 fenêtres;;;;;;;;;
;;4883;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;80;9795;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;chaudière condensation, vannes th. + prog.+ 8 fenêtres DV, velux et porte d'entrée+ ré-isolation sol combles;;;;;;;;;
;;13948;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;115;2000;CODAH - ASE;Refection de la couvertureInstallation d'un poele agranulé bois en remplacement d'une chaudiere fioul;;;;;;;;;
;;4698;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;76;1800;DEPT - AIDE A L'HABITAT DURABLE;isolation grenier+ remplacement 5 fenêtres+ chaudière et ecs à condensation+ isolation plafond cave et chaufferie;;;;;;;;;
;;6789;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;74;7000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;remplacement chaudière fuel par gaz+ isolation combles + fenêtre toit+ électricité + volets+ sdb;;;;;;;;;
;;9187;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;1500;DEPT - AIDE A L'HABITAT DURABLE;Chaudière et isolation plafaond cave;;;;;;;;;
;;4496;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;80;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Isolation rampants toiture + vmc hygro B+ chaudière condensation+ robinets th. + prog+ 6 velux;;;;;;;;;
;;4496;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;80;1200;DEPT - AIDE A L'HABITAT DURABLE;Isolation rampants toiture + vmc hygro B+ chaudière condensation+ robinets th. + prog+ 6 velux;;;;;;;;;
;;4883;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;80;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;chaudière condensation, vannes th. + prog.+ 8 fenêtres DV, velux et porte d'entrée+ ré-isolation sol combles;;;;;;;;;
;;9187;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;8098;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;Chaudière et isolation plafaond cave;;;;;;;;;
;;9187;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;2000;CODAH - ASE;Chaudière et isolation plafaond cave;;;;;;;;;
;;25220;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;214;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;isolation murs par l'intérieur + combles+ sous face chambreschangement chaudière fioul par bois (pas ecs) changement 3 portes;;;;;;;;;
;;25220;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;214;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;isolation murs par l'intérieur + combles+ sous face chambreschangement chaudière fioul par bois (pas ecs) changement 3 portes;;;;;;;;;
;;14624;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;7312;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;remplacement d'un chauffage electrique par chauffage central au Gaz;;;;;;;;;
;;4657;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;79;2500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement chaudière et ecs + isolation mur Ouest par extérieur+ porte d'entrée;;;;;;;;;
;;4657;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;79;8717.13;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;remplacement chaudière et ecs + isolation mur Ouest par extérieur+ porte d'entrée;;;;;;;;;
;;13948;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;115;1500;DEPT - AIDE A L'HABITAT DURABLE;Refection de la couvertureInstallation d'un poele agranulé bois en remplacement d'une chaudiere fioul;;;;;;;;;
;;14624;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;110;2400;CODAH - ASE;remplacement d'un chauffage electrique par chauffage central au Gaz;;;;;;;;;
;;2224;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;137;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Poele à bois en complément du chauffage elec existant+ Menuiseries+ Chauffe eau thermodymique;;;;;;;;;
;;;;;;;;;H1;27;;;;;;;;0;;Chauffage (remplacement chaudière fioul par poele à granulé);;;FIOUL;;;;;;
;;2224;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;137;2000;CODAH - ASE;Poele à bois en complément du chauffage elec existant+ Menuiseries+ Chauffe eau thermodymique;;;;;;;;;
;;6711;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;97;671;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;iso sarkingpoèle à granulés avec appoint convecteurs chambresagrandissement grenier4 velux créés;;;;;;;;;
;;6711;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;97;3356;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;iso sarkingpoèle à granulés avec appoint convecteurs chambresagrandissement grenier4 velux créés;;;;;;;;;
;;6711;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;97;2000;CODAH - ASE;iso sarkingpoèle à granulés avec appoint convecteurs chambresagrandissement grenier4 velux créés;;;;;;;;;
;;;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;50;1000;DEPT - AIDE A L'HABITAT DURABLE;travaux de remplacement de chaudiere classique par chaudière à condensation;;;;;;;;;
;;13106;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;129;2621;AH - AUTRE TRAVAUX PO;Remplacement chaudière + radiateurs;;;;;;;;;
;;13106;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;129;2400;CODAH - PRIME HABITAT INDIGNE PO;Remplacement chaudière + radiateurs;;;;;;;;;
;;13106;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;129;1200;DEPT - AIDE A L'HABITAT DURABLE;Remplacement chaudière + radiateurs;;;;;;;;;
;;14130;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;137;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;remplacement chaudiere fuel par condensation au gaz + réseau+ remplacement 3 fenêtres+ isolation par extérieur+ vmc hygrométrique;;;;;;;;;
;;14130;;;;;;;H1;28;76;SEINE-MARITIME;INDIVIDUEL;;;;137;2000;CODAH - ASE;remplacement chaudiere fuel par condensation au gaz + réseau+ remplacement 3 fenêtres+ isolation par extérieur+ vmc hygrométrique;;;;;;;;;
