cout_materiaux_ht;cout_implementation_ht;cout_total_ht;cout_induit_ht;date_sigture_devis;date_facture;date_x;annee_travaux;revenu_mo;climat;code_region;region;code_departement;departement;type_logement;annee_construction;constr_cat;nb_pieces;surf_habitable;montant_aides_fincieres;type_aides_fincieres;renovation_globale;marque;modele;poste_isolation;isolant;epaisseur;resistance;surface;lambda
;;17081;;;;;;;H1;28;NOR;76;SEINE-MARITIME;INDIVIDUEL;;;;119;2000;CODAH - ASE;"Isolation d'un plafond

Isolation de murs exterieurs

Remplacement porte d'entr�e + menuiseries ext�rieures

Installation d'un poele a bois";;;ITI;;;;;
;;17100.47393;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1977;de 1974 � 1990;;68;;;;;;COMBLES PERDUES;;;;;
;;17105.21327;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1905;av. 1945;;80;;;;;;ITI;;;;;
;;17121.32701;;;11/10/2011;11/10/2011;2011;;H2;24;CVL;36;INDRE;;;;;;;;;;;ITE;PLASTIQUES;120;3.5;81;
;;17141.23223;;;23/11/2016;23/11/2016;2016;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.5;123.89;
;;17160.18957;;;;;;31052;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;158;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
4374;12821.26066;17195.26066;1844;09/06/2016;28/06/2018;28/06/2018;2018;;H1;27;BFC;71;SAONE-ET-LOIRE;INDIVIDUEL;;;;;;;;ACTIS;TRISO SUPER 12;RAMPANTS;;;6.2;122;
;;17199;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;58;2500;CAISSE RETRAITE;"r�-isolation combles

+ isolation murs par l'ext�rieur

+ changement chaudi�re electrique et ballon ecs 

par chaudi�re gaz et ecs � condensation et robinets th.

+ raccordement grdf

+ adaptation salle de bain et toilette

(si insuffisant ajouter vm";;;ITI;;;;;
;;17199;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;58;4700;CHEQUE ENERGIE REGION;"r�-isolation combles

+ isolation murs par l'ext�rieur

+ changement chaudi�re electrique et ballon ecs 

par chaudi�re gaz et ecs � condensation et robinets th.

+ raccordement grdf

+ adaptation salle de bain et toilette

(si insuffisant ajouter vm";;;ITI;;;;;
;;17199;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;58;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"r�-isolation combles

+ isolation murs par l'ext�rieur

+ changement chaudi�re electrique et ballon ecs 

par chaudi�re gaz et ecs � condensation et robinets th.

+ raccordement grdf

+ adaptation salle de bain et toilette

(si insuffisant ajouter vm";;;ITI;;;;;
;;17199;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;58;604;IRCANTEC - RETRAITE COMPLEMENTAIRE;"r�-isolation combles

+ isolation murs par l'ext�rieur

+ changement chaudi�re electrique et ballon ecs 

par chaudi�re gaz et ecs � condensation et robinets th.

+ raccordement grdf

+ adaptation salle de bain et toilette

(si insuffisant ajouter vm";;;ITI;;;;;
;;17199;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;58;2000;CODAH - ASE;"r�-isolation combles

+ isolation murs par l'ext�rieur

+ changement chaudi�re electrique et ballon ecs 

par chaudi�re gaz et ecs � condensation et robinets th.

+ raccordement grdf

+ adaptation salle de bain et toilette

(si insuffisant ajouter vm";;;ITI;;;;;
;;17199;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;58;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"r�-isolation combles

+ isolation murs par l'ext�rieur

+ changement chaudi�re electrique et ballon ecs 

par chaudi�re gaz et ecs � condensation et robinets th.

+ raccordement grdf

+ adaptation salle de bain et toilette

(si insuffisant ajouter vm";;;ITI;;;;;
;;17272.98578;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1949;de 1945 � 1973;;80;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;17275.82938;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;;;;;
;;17296.68246;;;;;;;H1;32;HDF;;;INDIVIDUEL;1900;av. 1945;;100;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;17320;;;;;;;H1;28;NOR;;;COLLECTIF;;;;80;9155;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"isolation sol des combles et toiture amiante

+ vmc hygro B

+ vannes th. et programmateur

+ porte entr�e

";;;COMBLES PERDUES;;;;;
;;17320;;;;;;;H1;28;NOR;;;COLLECTIF;;;;80;2000;CODAH - ASE;"isolation sol des combles et toiture amiante

+ vmc hygro B

+ vannes th. et programmateur

+ porte entr�e

";;;COMBLES PERDUES;;;;;
;;17320;;;;;;;H1;28;NOR;;;COLLECTIF;;;;80;1831;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"isolation sol des combles et toiture amiante

+ vmc hygro B

+ vannes th. et programmateur

+ porte entr�e

";;;COMBLES PERDUES;;;;;
;;17347.8673;;18/04/2018;19/06/2018;19/06/2018;2018;;H2;53;BRE;35;ILLE-ET-VILAINE;INDIVIDUEL;1971;de 1945 � 1973;2;44;0;;true;STEICOFLEX;;ITE;LAINE VEGETALE;160;4.1;74.6;0.039
;;17347.8673;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1971;de 1945 � 1973;;44;;;;;;ITI;;;;;
;;17363.03318;;;18/04/2014;18/04/2014;2014;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;ITE;PLASTIQUES;150;4;101;0.038
;;17377.25118;;;06/03/2014;06/03/2014;2014;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;ITE;PLASTIQUES;140;3.8;104;
;;17384.83412;;;30/12/2011;30/12/2011;2011;;H2;24;CVL;18;CHER;;;;;;;;;;;RAMPANTS;LAINE MINERALE;200;6;183;
;;17388.62559;4129.028436;30/07/2018;30/07/2018;30/07/2018;2018;38000;H1;27;BFC;58;NIEVRE;INDIVIDUEL;1975;de 1974 � 1990;;104;;AH MODESTE. CITE;BBC RENOVATION;KUF;THERM ITEXTH38 SE;ITE;PLASTIQUES;140;;;0.038
;;17423.69668;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;130;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;17500.47393;;;;;;29271;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;17506;2333.649289;13/02/2018;;13/02/2018;2018;;H2;24;CVL;41;LOIR-ET-CHER;INDIVIDUEL;1966;de 1945 � 1973;;56;;;BBC R�novation  ;;;ITE;PLASTIQUES;140;4.5;90.53;0.032
;;17532.70142;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;127;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;17539.33649;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;BBC RENOVATION;;;;;;;;
;;17546.91943;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;PLANCHER BAS;;;;;
;;17585;1238;29/11/2017;;29/11/2017;2017;;H2;24;CVL;41;LOIR-ET-CHER;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;140;4.5;67.6;
;;17610.42654;;;;;;22234;H1;32;HDF;02;AISNE;COLLECTIF;1900;av. 1945;;96;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;17624.64455;;;;;;12001;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;80;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;17688;;;;;;;;76;OCC;;;;;;;;;;;;;SARKING;PLASTIQUES;;;75;
;;17690.04739;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;160;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;17766.82464;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1966;de 1945 � 1973;;59;;;;;;ITI;;;;;
;;17802.8436;;;19/05/2014;19/05/2014;2014;;H1;24;CVL;;;;;;;;;;;;;ITE;PLASTIQUES;160;4.2;95;0.038
;;17830.33175;;;;;;26192;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;208;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;17874.88152;;;29/09/2010;29/09/2010;2010;;H1;24;CVL;;;;;;;;;;;;;ITE;LAINE VEGETALE;120;3.2;110;
;;17887;;;;;;;;76;OCC;;;;;;;;;;;;;ITE;;;;146;
;;17927.01422;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;38;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;17930;;21/10/2016;;21/10/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;120;3.9;100.54;0.0312
;;17939.33649;;;02/02/2017;02/02/2017;2017;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITE;LAINE VEGETALE;;3.7;80.31;
;;17959.24171;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;PERFORMANT - BOUQUET 2 TRAVAUX;;;;;;;;
;;17994.3128;;;29/10/2013;29/10/2013;2013;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;3.8;138.48;
;;18000;;;;;;;H2;84;ARA;;;;;;;;;;;;;ITE;;;;;
;;18009.47867;;;;;;;H1;32;HDF;80;SOMME;;1949;de 1945 � 1973;;78;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18009.47867;;;;;;;H1;32;HDF;;;INDIVIDUEL;1949;de 1945 � 1973;;100;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18009.47867;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;99;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18009.47867;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
7882;10127.47867;18009.47867;;17/03/2015;;17/03/2015;2015;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;160;4.2;88.67;0.0381
;;18009.47867;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1948;de 1945 � 1973;;157;;;;;;ITI;;;;;
;;18009.47867;;;;12/01/2012;2012;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;SARKING;LAINE VEGETALE;200;5;72;0.04
;;18009.47867;;;20/07/2011;20/07/2011;2011;;H1;24;CVL;;;;;;;;;;;;;ITE;PLASTIQUES;140;3.7;77;
;;18056;1985.66;;;;;;;;Z_Non Connu;;;;;;;;;;;;;ITE;PLASTIQUES;120;3.8;110;
;;18056;;;;;;;H2;53;BRE;;;;;;;;;;;;;ITE;PLASTIQUES;120;3.8;110;
;;18065.40284;;;12/08/2014;12/08/2014;2014;;H1;24;CVL;28;EURE-ET-LOIR;;;;;;;;;;;ITE;LAINE VEGETALE;100;3.8;102;
;;18089;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;108;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"isolation ldv murs ext�rieurs et bardage Eterclin nervur� blanc

+ remplacement toiture en ardoises + sarking

+ d�molition chemin�e

+ chaudi�re et ecs � condensation";;;ITI;;;;;
;;18089;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;108;2000;CODAH - ASE;"isolation ldv murs ext�rieurs et bardage Eterclin nervur� blanc

+ remplacement toiture en ardoises + sarking

+ d�molition chemin�e

+ chaudi�re et ecs � condensation";;;ITI;;;;;
;;18089;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;108;7000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"isolation ldv murs ext�rieurs et bardage Eterclin nervur� blanc

+ remplacement toiture en ardoises + sarking

+ d�molition chemin�e

+ chaudi�re et ecs � condensation";;;ITI;;;;;
;;18089;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;108;7715;CHEQUE ENERGIE REGION;"isolation ldv murs ext�rieurs et bardage Eterclin nervur� blanc

+ remplacement toiture en ardoises + sarking

+ d�molition chemin�e

+ chaudi�re et ecs � condensation";;;ITI;;;;;
;;18118.48341;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;83;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18160;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"chaudi�re et ecs avec ballon

+ vannes th et prog

+ r�-isolation sol combles

+ porte";;;ITI;;;;;
;;18160;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;2000;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"chaudi�re et ecs avec ballon

+ vannes th et prog

+ r�-isolation sol combles

+ porte";;;ITI;;;;;
;;18160;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;5189;CHEQUE ENERGIE REGION;"chaudi�re et ecs avec ballon

+ vannes th et prog

+ r�-isolation sol combles

+ porte";;;ITI;;;;;
;;18160;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;85;2000;CODAH - ASE;"chaudi�re et ecs avec ballon

+ vannes th et prog

+ r�-isolation sol combles

+ porte";;;ITI;;;;;
;;18189.57346;;;14/02/2014;14/02/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.1;190;
;;18203.79147;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
10618;7592;18210;720;01/01/2013;01/01/2013;01/01/2013;2013;;H1;28;NOR;27;EURE;INDIVIDUEL;1971;de 1945 � 1973;4;90;9701;HABITER MIEUX   COMMUUTE DE COMMUNE;R�novation � plusieurs gestes de travaux;;;ITE;LAINE MINERALE;120;3.8;103.05;
;;18227.48815;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;232;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18244.54976;;;19/02/2016;19/02/2016;2016;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.4;102.5;
;;18264.45498;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1997;ap. 1990;;107;;;;;;ITI;;;;;
;;18273.93365;;;22/07/2016;22/07/2016;2016;;H2;53;BRE;;;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;;3.8;140;
;;18314.69194;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;RAMPANTS;;;;;
;;18374.40758;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;122;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18384.83412;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;75;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18436.96682;;;24/11/2016;24/11/2016;2016;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;3.7;103;
;;18467.29858;;;16/09/2009;16/09/2009;2009;;H1;24;CVL;;;;;;;;;;;;;ITE;PLASTIQUES;110;2.8;142;
;;18495.7346;;;;;;;H1;32;HDF;80;SOMME;;1976;de 1974 � 1990;;115;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18518;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;77;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"agrandissement chambre en cassant cloisons combles

+ isolation d'un pignon chambre + iso toit

+installation chauffage gaz dans chambre

+ remplacement porte

+ vmc hygrom�trique";;;ITI;;;;;
;;18518;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;77;7000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"agrandissement chambre en cassant cloisons combles

+ isolation d'un pignon chambre + iso toit

+installation chauffage gaz dans chambre

+ remplacement porte

+ vmc hygrom�trique";;;ITI;;;;;
;;18518;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;77;2000;CODAH - ASE;"agrandissement chambre en cassant cloisons combles

+ isolation d'un pignon chambre + iso toit

+installation chauffage gaz dans chambre

+ remplacement porte

+ vmc hygrom�trique";;;ITI;;;;;
;;18528.90995;;;;;;;H1;84;ARA;;;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;ITI;;;;;
;;18543;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;122;2000;CODAH - ASE;"isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro ";;;RAMPANTS;;;;;
;;18543;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;122;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro ";;;RAMPANTS;;;;;
;;18543;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;122;7000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro ";;;RAMPANTS;;;;;
;;18543;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;122;5533;CHEQUE ENERGIE REGION;"isolation et remplacement couverture

+ isolation plafond garage

+ 2 velux

+ vmc hygro ";;;RAMPANTS;;;;;
;;18559.24171;;;;;;25223;H1;32;HDF;60;OISE;INDIVIDUEL;1949;de 1945 � 1973;;120;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18595;971.563981;03/01/2018;;03/01/2018;2018;;H1;44;GDE;;;;1956;de 1945 � 1973;;87;;;;HILTI;WEBER;ITE;PLASTIQUES;140;4.5;143;
;;18604.73934;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;153;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18625;;;;;;;;76;OCC;;;;;;;;;;;;;ITE;PLASTIQUES;;;137;
;;18646.4455;;;;;;35561;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;89;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18673.93365;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1900;av. 1945;;120;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18700.47393;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;140;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18720.37915;;31/03/2017;;31/03/2017;2017;;;75;NAQ;;;INDIVIDUEL;;;;;;;;;;RAMPANTS;LAINE MINERALE;320;8;49;
;;18721;;;;;;;H2;84;ARA;;;INDIVIDUEL;1971;de 1945 � 1973;;160;;;R�novation simple;UNGER-DIFFUTHERM;UDI-FRONT;ITE;LAINE VEGETALE;160;3.9;66.8;0.04
;;18727;;20/06/2016;;20/06/2016;2016;;H2;53;BRE;56;MORBIHAN;INDIVIDUEL;;;;;;;;;;ITE;PLASTIQUES;140;3.7;127;0.0378
;;18729.85782;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;126;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18731.75355;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;164;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18746;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;103;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"Isolation de 3 murs par l'ext�rieur (maison d'origine)

+ changement de chaudi�re avec ecs par condensation

+ vannes thermostatiques

+ isolation plafond cave (entre solives. sous salon et entr�e)";;;ITI;;;;;
;;18746;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;103;2000;CODAH - ASE;"Isolation de 3 murs par l'ext�rieur (maison d'origine)

+ changement de chaudi�re avec ecs par condensation

+ vannes thermostatiques

+ isolation plafond cave (entre solives. sous salon et entr�e)";;;ITI;;;;;
;;18746;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;103;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"Isolation de 3 murs par l'ext�rieur (maison d'origine)

+ changement de chaudi�re avec ecs par condensation

+ vannes thermostatiques

+ isolation plafond cave (entre solives. sous salon et entr�e)";;;ITI;;;;;
;;18780;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;136;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"""fen�tres

isolation des combles""

";;;COMBLES PERDUES;;;;;
;;18780;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;136;9390;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"""fen�tres

isolation des combles""

";;;COMBLES PERDUES;;;;;
;;18780;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;136;2400;CODAH - ASE;"""fen�tres

isolation des combles""

";;;COMBLES PERDUES;;;;;
;;18780;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;136;1800;DEPT - AIDE A L'HABITAT DURABLE;"""fen�tres

isolation des combles""

";;;COMBLES PERDUES;;;;;
;;18791;;01/01/2013;01/01/2013;01/01/2013;2013;;H1;28;NOR;27;EURE;INDIVIDUEL;1800;av. 1945;4;81;16895;AH HABITER MIEUX DEPARTEMENT COMMUUTE DE COMMUNE;R�novation � plusieurs gestes de travaux;;;RAMPANTS;;140;6;90;
;;18793.36493;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;115;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18800;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;131;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18802;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;79;4500;CODAH - PRIME LCS PB;Restructuration totale d'une maison : isolation. percements. sdb ...;;;ITI;;;;;
;;18802;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;79;2500;CODAH - PRIME VACANCE PB;Restructuration totale d'une maison : isolation. percements. sdb ...;;;ITI;;;;;
;;18802;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;79;2000;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;Restructuration totale d'une maison : isolation. percements. sdb ...;;;ITI;;;;;
;;18802;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;79;14863;AH - TRAVAUX SECURITE ET SALUBRITE HABITAT;Restructuration totale d'une maison : isolation. percements. sdb ...;;;ITI;;;;;
;;18806.63507;;;09/08/2014;09/08/2014;2014;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;3.9;168.7;
;;18837.91469;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1976;de 1974 � 1990;;220;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18853.08057;;;23/11/2016;23/11/2016;2016;;H2;53;BRE;56;MORBIHAN;;;;;;;;;;;ITE;PLASTIQUES;;4.5;123.89;
6287.203791;12583.88626;18871.09005;;;;;;;H2;76;OCC;;;INDIVIDUEL;1970;de 1945 � 1973;;;;;RENOVATION SIMPLE;;;ITE;;;;;
;;18898.5782;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;180;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18903.31754;;;;;;;H1;32;HDF;02;AISNE;INDIVIDUEL;1949;de 1945 � 1973;;95;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18904;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;73;3500;AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE;"isolation sarking + toiture

+ 1 velux 

+isolation plafond cave

+ chaudi�re et ecs � condensation";;;RAMPANTS;;;;;
;;18904;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;73;10000;AH - TRAVAUX D'AMELIORATION ENERGETIQUE;"isolation sarking + toiture

+ 1 velux 

+isolation plafond cave

+ chaudi�re et ecs � condensation";;;RAMPANTS;;;;;
;;18904;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;73;2000;CODAH - ASE;"isolation sarking + toiture

+ 1 velux 

+isolation plafond cave

+ chaudi�re et ecs � condensation";;;RAMPANTS;;;;;
;;18904;;;;;;;H1;28;NOR;;;INDIVIDUEL;;;;73;1500;DEPT - AIDE A L'HABITAT DURABLE;"isolation sarking + toiture

+ 1 velux 

+isolation plafond cave

+ chaudi�re et ecs � condensation";;;RAMPANTS;;;;;
;;18920.37915;;;;;;5906;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;80;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18940.28436;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1900;av. 1945;;93;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18957.34597;;;;;;37943;H1;32;HDF;02;AISNE;INDIVIDUEL;1976;de 1974 � 1990;;114;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18957.34597;;;;;;;H1;32;HDF;80;SOMME;;1900;av. 1945;;160;;;R�novation � plusieurs gestes de travaux ;;;COMBLES PERDUES;;;;;
;;18957.34597;;;;;;;H1;32;HDF;60;OISE;INDIVIDUEL;1900;av. 1945;;180;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18957.34597;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1900;av. 1945;;186;;;;;;COMBLES PERDUES;;;;;
;;18957.34597;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1930;av. 1945;;100;;;;;;ITI;;;;;
;;18957.34597;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1947;de 1945 � 1973;;95;;;;;;ITI;;;;;
;;18957.34597;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1977;de 1974 � 1990;;115;;;;;;ITI;;;;;
;;18957.34597;;;;;;;H2;53;BRE;35;ILLE-ET-VILAINE;;1550;av. 1945;;196;;;;;;COMBLES PERDUES;;;;;
;;18957.34597;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;;;;
;;18957.34597;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;;;;
;;18957.34597;;;;;;;H1;84;ARA;42;LOIRE;;;;;;;;TRES PERFORMANT - 3 BOUQUETS OU PLUS;;;;;;;;
;;18970.61611;;;;;;;H1;32;HDF;80;SOMME;INDIVIDUEL;1949;de 1945 � 1973;;95;;;R�novation � plusieurs gestes de travaux ;;;ITE;;;;;
;;18987;;;;;;;;76;OCC;;;;;;;;;;;;;ITE;;;;149;
7529;11460;18989;7402;19/03/2018;;19/03/2018;2018;14248;H3;94;COR;2B;HAUTE-CORSE;INDIVIDUEL;1964;de 1945 � 1973;6;140;;;R�novation simple;;;ITE;PLASTIQUES;120;3.9;184;0.032
